Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
02/07/17,walking,walking,2017-07-02T00:27:16+02:00,2017-07-02T00:28:13+02:00,57,0.043,86,3
02/07/17,transport,transport,2017-07-02T00:32:15+02:00,2017-07-02T00:39:00+02:00,405,1.562,0,0
02/07/17,walking,walking,2017-07-02T00:46:00+02:00,2017-07-02T00:51:14+02:00,314,0.605,504,38
02/07/17,walking,walking,2017-07-02T00:52:08+02:00,2017-07-02T00:52:48+02:00,40,0.030,60,2
02/07/17,walking,walking,2017-07-02T00:54:22+02:00,2017-07-02T01:06:39+02:00,737,1.048,1326,66
02/07/17,walking,walking,2017-07-02T01:38:45+02:00,2017-07-02T01:39:26+02:00,41,0.030,61,2
02/07/17,walking,walking,2017-07-02T02:16:46+02:00,2017-07-02T02:19:42+02:00,176,0.187,250,12
02/07/17,walking,walking,2017-07-02T02:46:02+02:00,2017-07-02T02:46:11+02:00,9,0.007,15,0
02/07/17,walking,walking,2017-07-02T03:37:56+02:00,2017-07-02T03:38:55+02:00,59,0.070,141,4
02/07/17,walking,walking,2017-07-02T03:52:32+02:00,2017-07-02T03:52:48+02:00,16,0.012,25,1
02/07/17,walking,walking,2017-07-02T03:54:18+02:00,2017-07-02T04:05:54+02:00,696,1.230,974,77
02/07/17,cycling,cycling,2017-07-02T04:05:54+02:00,2017-07-02T04:10:34+02:00,280,1.619,0,45
02/07/17,cycling,cycling,2017-07-02T12:45:40+02:00,2017-07-02T13:16:12+02:00,1832,7.542,0,214
02/07/17,walking,walking,2017-07-02T13:17:37+02:00,2017-07-02T13:19:06+02:00,89,0.067,134,4
02/07/17,transport,transport,2017-07-02T13:31:15+02:00,2017-07-02T13:51:50+02:00,1235,14.573,0,0
02/07/17,walking,walking,2017-07-02T13:51:50+02:00,2017-07-02T13:59:17+02:00,447,0.380,738,24
02/07/17,walking,walking,2017-07-02T15:52:36+02:00,2017-07-02T15:54:50+02:00,134,0.151,201,10
02/07/17,walking,walking,2017-07-02T16:00:38+02:00,2017-07-02T16:02:27+02:00,109,0.082,164,5
02/07/17,walking,walking,2017-07-02T16:09:00+02:00,2017-07-02T16:13:13+02:00,253,0.244,489,15
02/07/17,walking,walking,2017-07-02T16:14:17+02:00,2017-07-02T16:14:36+02:00,19,0.015,30,1
02/07/17,walking,walking,2017-07-02T16:24:37+02:00,2017-07-02T16:31:57+02:00,440,0.336,548,21
02/07/17,cycling,cycling,2017-07-02T17:10:16+02:00,2017-07-02T17:33:39+02:00,1403,7.410,0,206
02/07/17,walking,walking,2017-07-02T17:33:48+02:00,2017-07-02T17:34:44+02:00,56,0.042,85,3
02/07/17,cycling,cycling,2017-07-02T17:42:18+02:00,2017-07-02T18:12:35+02:00,1817,7.423,0,211
