Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
01/04/17,walking,walking,2017-04-01T10:20:11+02:00,2017-04-01T10:21:10+02:00,59,0.060,120,4
01/04/17,walking,walking,2017-04-01T12:23:45+02:00,2017-04-01T12:24:14+02:00,29,0.015,30,1
01/04/17,walking,walking,2017-04-01T15:27:14+02:00,2017-04-01T15:30:18+02:00,184,0.163,326,10
01/04/17,walking,walking,2017-04-01T15:32:54+02:00,2017-04-01T15:33:14+02:00,20,0.015,30,1
01/04/17,walking,walking,2017-04-01T15:36:22+02:00,2017-04-01T16:00:22+02:00,1440,1.471,2196,93
01/04/17,walking,walking,2017-04-01T16:20:17+02:00,2017-04-01T16:22:43+02:00,146,0.188,251,12
01/04/17,walking,walking,2017-04-01T16:22:44+02:00,2017-04-01T16:26:02+02:00,198,0.223,298,14
01/04/17,walking,walking,2017-04-01T16:45:14+02:00,2017-04-01T16:58:20+02:00,786,1.018,1364,64
01/04/17,walking,walking,2017-04-01T16:59:11+02:00,2017-04-01T16:59:32+02:00,21,0.016,32,1
01/04/17,walking,walking,2017-04-01T17:11:58+02:00,2017-04-01T17:13:01+02:00,63,0.055,110,3
01/04/17,running,running,2017-04-01T17:13:50+02:00,2017-04-01T17:24:11+02:00,621,1.681,1599,128
01/04/17,walking,walking,2017-04-01T17:24:12+02:00,2017-04-01T17:24:27+02:00,15,0.011,23,1
01/04/17,running,running,2017-04-01T17:26:16+02:00,2017-04-01T17:58:27+02:00,1931,3.949,4403,308
01/04/17,walking,walking,2017-04-01T17:58:31+02:00,2017-04-01T17:59:11+02:00,40,0.030,60,2
01/04/17,walking,walking,2017-04-01T18:00:06+02:00,2017-04-01T18:02:01+02:00,115,0.089,178,6
01/04/17,walking,walking,2017-04-01T19:08:53+02:00,2017-04-01T19:09:22+02:00,29,0.030,60,2
01/04/17,walking,walking,2017-04-01T19:28:56+02:00,2017-04-01T19:30:03+02:00,67,0.050,100,3
01/04/17,walking,walking,2017-04-01T20:17:33+02:00,2017-04-01T20:17:59+02:00,26,0.020,40,1
01/04/17,walking,walking,2017-04-01T20:22:02+02:00,2017-04-01T20:24:23+02:00,141,0.108,155,7
01/04/17,walking,walking,2017-04-01T20:24:23+02:00,2017-04-01T20:24:27+02:00,4,0.003,7,0
01/04/17,walking,walking,2017-04-01T23:19:07+02:00,2017-04-01T23:19:36+02:00,29,0.025,50,2
02/04/17,walking,walking,2017-04-02T09:25:53+02:00,2017-04-02T09:27:19+02:00,86,0.057,114,4
02/04/17,walking,walking,2017-04-02T10:00:00+02:00,2017-04-02T10:00:44+02:00,44,0.040,80,3
02/04/17,walking,walking,2017-04-02T10:06:35+02:00,2017-04-02T10:09:34+02:00,179,0.202,269,13
02/04/17,walking,walking,2017-04-02T10:21:15+02:00,2017-04-02T10:32:30+02:00,675,1.140,1145,72
02/04/17,transport,transport,2017-04-02T10:43:07+02:00,2017-04-02T11:03:45+02:00,1238,21.437,0,0
02/04/17,transport,transport,2017-04-02T11:15:00+02:00,2017-04-02T11:52:45+02:00,2265,32.499,0,0
02/04/17,transport,transport,2017-04-02T12:18:34+02:00,2017-04-02T15:43:43+02:00,12309,329.285,0,0
02/04/17,walking,walking,2017-04-02T15:43:43+02:00,2017-04-02T15:57:43+02:00,840,0.827,1654,52
02/04/17,transport,transport,2017-04-02T15:57:44+02:00,2017-04-02T16:12:09+02:00,865,5.937,0,0
02/04/17,walking,walking,2017-04-02T16:14:31+02:00,2017-04-02T16:18:31+02:00,240,0.287,383,18
02/04/17,walking,walking,2017-04-02T16:18:32+02:00,2017-04-02T16:21:31+02:00,179,0.170,250,11
02/04/17,walking,walking,2017-04-02T16:21:32+02:00,2017-04-02T16:22:20+02:00,48,0.036,73,2
03/04/17,walking,walking,2017-04-03T01:02:37+02:00,2017-04-03T01:03:06+02:00,29,0.015,30,1
03/04/17,walking,walking,2017-04-03T08:06:49+02:00,2017-04-03T08:08:28+02:00,99,0.072,144,5
03/04/17,cycling,cycling,2017-04-03T08:19:32+02:00,2017-04-03T08:27:51+02:00,499,1.791,0,51
03/04/17,walking,walking,2017-04-03T08:27:51+02:00,2017-04-03T08:29:32+02:00,101,0.076,152,5
03/04/17,walking,walking,2017-04-03T09:05:57+02:00,2017-04-03T09:08:41+02:00,164,0.173,231,11
03/04/17,walking,walking,2017-04-03T11:57:46+02:00,2017-04-03T11:57:51+02:00,5,0.003,6,0
03/04/17,walking,walking,2017-04-03T11:58:06+02:00,2017-04-03T12:07:38+02:00,572,0.604,1004,38
03/04/17,walking,walking,2017-04-03T12:09:59+02:00,2017-04-03T12:10:17+02:00,18,0.014,28,1
03/04/17,walking,walking,2017-04-03T12:25:25+02:00,2017-04-03T12:39:14+02:00,829,0.759,1229,48
03/04/17,walking,walking,2017-04-03T13:04:28+02:00,2017-04-03T13:05:34+02:00,66,0.050,100,3
03/04/17,walking,walking,2017-04-03T15:43:00+02:00,2017-04-03T15:43:40+02:00,40,0.039,78,2
03/04/17,walking,walking,2017-04-03T16:55:00+02:00,2017-04-03T16:57:46+02:00,166,0.141,188,9
03/04/17,walking,walking,2017-04-03T17:04:11+02:00,2017-04-03T17:06:14+02:00,123,0.130,174,8
03/04/17,cycling,cycling,2017-04-03T17:10:01+02:00,2017-04-03T17:25:35+02:00,934,2.263,0,68
03/04/17,walking,walking,2017-04-03T17:25:36+02:00,2017-04-03T17:26:08+02:00,32,0.024,48,2
03/04/17,running,running,2017-04-03T17:44:58+02:00,2017-04-03T18:30:33+02:00,2735,7.201,6200,551
03/04/17,walking,walking,2017-04-03T18:30:34+02:00,2017-04-03T18:32:14+02:00,100,0.075,150,5
03/04/17,walking,walking,2017-04-03T19:26:43+02:00,2017-04-03T19:31:54+02:00,311,0.218,436,14
03/04/17,walking,walking,2017-04-03T19:33:48+02:00,2017-04-03T19:35:28+02:00,100,0.075,150,5
03/04/17,walking,walking,2017-04-03T19:42:18+02:00,2017-04-03T19:42:58+02:00,40,0.030,60,2
04/04/17,walking,walking,2017-04-04T10:02:40+02:00,2017-04-04T10:03:50+02:00,70,0.055,110,3
04/04/17,cycling,cycling,2017-04-04T10:06:04+02:00,2017-04-04T10:13:06+02:00,422,0.836,0,26
04/04/17,walking,walking,2017-04-04T10:13:07+02:00,2017-04-04T10:14:33+02:00,86,0.064,129,4
04/04/17,walking,walking,2017-04-04T10:25:14+02:00,2017-04-04T10:25:51+02:00,37,0.028,56,2
04/04/17,walking,walking,2017-04-04T13:49:00+02:00,2017-04-04T13:49:29+02:00,29,0.035,70,2
04/04/17,walking,walking,2017-04-04T13:51:04+02:00,2017-04-04T13:51:37+02:00,33,0.025,50,2
04/04/17,walking,walking,2017-04-04T14:11:10+02:00,2017-04-04T14:11:39+02:00,29,0.016,33,1
04/04/17,cycling,cycling,2017-04-04T14:13:31+02:00,2017-04-04T14:31:43+02:00,1092,3.928,0,113
04/04/17,walking,walking,2017-04-04T14:51:40+02:00,2017-04-04T14:52:13+02:00,33,0.025,50,2
04/04/17,cycling,cycling,2017-04-04T15:03:11+02:00,2017-04-04T15:08:52+02:00,341,0.893,0,27
04/04/17,cycling,cycling,2017-04-04T15:20:37+02:00,2017-04-04T15:38:08+02:00,1051,3.253,0,95
04/04/17,walking,walking,2017-04-04T16:08:37+02:00,2017-04-04T16:09:30+02:00,53,0.040,80,3
04/04/17,walking,walking,2017-04-04T20:56:48+02:00,2017-04-04T20:57:17+02:00,29,0.035,70,2
04/04/17,walking,walking,2017-04-04T21:01:15+02:00,2017-04-04T21:01:44+02:00,29,0.035,70,2
04/04/17,walking,walking,2017-04-04T21:02:16+02:00,2017-04-04T21:02:56+02:00,40,0.030,60,2
04/04/17,cycling,cycling,2017-04-04T21:17:42+02:00,2017-04-04T21:24:15+02:00,393,1.552,0,44
04/04/17,walking,walking,2017-04-04T22:09:37+02:00,2017-04-04T22:09:56+02:00,19,0.015,30,1
04/04/17,walking,walking,2017-04-04T23:09:10+02:00,2017-04-04T23:10:33+02:00,83,0.060,120,4
05/04/17,walking,walking,2017-04-05T00:52:42+02:00,2017-04-05T00:53:11+02:00,29,0.015,30,1
05/04/17,walking,walking,2017-04-05T09:31:52+02:00,2017-04-05T09:32:21+02:00,29,0.015,30,1
05/04/17,cycling,cycling,2017-04-05T09:33:01+02:00,2017-04-05T09:36:59+02:00,238,0.212,0,8
05/04/17,transport,transport,2017-04-05T09:36:59+02:00,2017-04-05T10:11:18+02:00,2059,15.496,0,0
05/04/17,walking,walking,2017-04-05T10:11:18+02:00,2017-04-05T10:16:30+02:00,312,0.579,608,36
05/04/17,walking,walking,2017-04-05T10:34:00+02:00,2017-04-05T10:34:19+02:00,19,0.015,30,1
05/04/17,walking,walking,2017-04-05T10:52:28+02:00,2017-04-05T11:02:02+02:00,574,0.729,858,46
05/04/17,walking,walking,2017-04-05T12:45:33+02:00,2017-04-05T12:46:52+02:00,79,0.060,120,4
05/04/17,walking,walking,2017-04-05T13:05:47+02:00,2017-04-05T13:06:50+02:00,63,0.055,110,3
05/04/17,walking,walking,2017-04-05T14:03:09+02:00,2017-04-05T14:11:48+02:00,519,0.677,755,43
05/04/17,walking,walking,2017-04-05T15:35:53+02:00,2017-04-05T15:37:00+02:00,67,0.050,100,3
05/04/17,walking,walking,2017-04-05T16:10:54+02:00,2017-04-05T16:11:57+02:00,63,0.045,90,3
05/04/17,walking,walking,2017-04-05T16:26:28+02:00,2017-04-05T16:31:01+02:00,273,0.308,428,19
05/04/17,transport,transport,2017-04-05T16:31:01+02:00,2017-04-05T17:07:49+02:00,2208,15.968,0,0
05/04/17,walking,walking,2017-04-05T17:08:52+02:00,2017-04-05T17:09:26+02:00,34,0.025,51,2
05/04/17,walking,walking,2017-04-05T23:10:10+02:00,2017-04-05T23:10:39+02:00,29,0.020,40,1
06/04/17,cycling,cycling,2017-04-06T08:14:07+02:00,2017-04-06T08:20:56+02:00,409,1.926,0,54
